company,job_title,company_rating,location,salary_avg_estimate,company_size,company_founded,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
BNP Paribas,Associate Level 1 / Associate - Referential Data,3.8,Mumbai,,10000+ Employees,2000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),3.5,3.4,3.7,3.4,3.8
Retransform,Data Scientist,4.1,Mumbai,"₹ 1,44,000",201 to 500 Employees,1998,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4,3.4,4,4.1,4
MRI Software,Data Analyst (Database Management),3.6,Bengaluru,"₹ 5,83,095",1001 to 5000 Employees,1971,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),3.6,3.4,3.8,3.4,3.9
Blue Yonder,"Data Engineer (Python, SQL, Query Optimization, DBMS)",4.1,Bengaluru,"₹ 7,42,170",5001 to 10000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),3.9,3.9,4.2,3.7,4
Aptus Data LAbs,Data Scientist,4.1,Bengaluru,"₹ 8,20,000",51 to 200 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.1,3.8,3.8,3.8,4.2
Facile Services,Data Research Trainee,3.9,Pune,"₹ 3,27,977",201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.8,3.6,3.7,3.5,3.5
LodgIQ,Data Scientist,,India,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.6,4.9,4.1,4,4.3
Oswaalbooks,DATA Interpretation & Logical Reasoning - Proofreader - CAT Level,4.4,India,,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.4,4.2,4.5,4.4,4.3
Tax Genie,Data Analyst(BI),3.3,Mumbai,"₹ 2,20,661",51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.9,3.4,3.9,3.7,3.7
Pratt & Whitney,Data Visualization Developer,3.8,Bengaluru,,10000+ Employees,1925,Subsidiary or Business Segment,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD),3.7,3.6,3.5,3.2,3.5
Yamaha Motor Solutions India Pvt.Ltd.,Data Scientist,4.1,Farīdābād,"₹ 5,26,300",1001 to 5000 Employees,1955,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,3.9,3.6,3.6
Tata Consultancy Services,MS SQL Developer,3.8,Delhi,,10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
ADCI - Haryana,"Data Associate I (Italian), ML Data Ops",3.7,Gurgaon,"₹ 3,14,223",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.7,3.8,3.6,3.3,3.2
FrugalTesting,Data Entry Operator,4.8,Hyderābād,"₹ 1,85,903",51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.8,4.6,4.8,4.8,4.7
Rishi FIBC Solutions,Data Analysis,3.1,Vadodara,"₹ 4,97,861",501 to 1000 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.1,2.8,2.9,3.1,2.8
Linxon,Data Analyst - HSE,4.3,Chennai,"₹ 3,87,298",501 to 1000 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,4.2,4.1,4,4.1,3.9
JPMorgan Chase & Co,Client Data Management and Data Quality Remediation - Operations Analyst,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
DecisionDatabases.com,Data Management Executive,4.5,India,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
The/Nudge,"Data Analyst, MoSJE",,Delhi,,1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,,,,,
DataEconomy,Data Scientist,4.7,Hyderābād,"₹ 5,72,423",201 to 500 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.7,3.9,4.5,4.7,3.9
United Airlines,Analyst - Data Scientist,3.9,Gurgaon,"₹ 1,10,000",10000+ Employees,1926,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),3.9,3.8,3.6,3.2,3.4
CandidRoot Solutions,Web Data Researcher (0 to 2 Years),,Ahmedabad,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.8,3.8,4.6,3.8,4.4
EIE Instruments,Data Analyst,3.9,Ahmedabad,"₹ 17,500",51 to 200 Employees,--,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.9,3.3,3.2,3.8
Maruti Suzuki India Ltd,Data Analyst - R&D,3.9,Bengaluru,"₹ 8,24,049",10000+ Employees,--,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,4,3.4,3.3,3.1
Tata Consultancy Services,"Big data- Pyspark, Hive",3.8,Chennai,"₹ 4,32,461",10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
Veniso Solutions,Data Scientist,,Hyderābād,"₹ 4,24,264",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4,3.6,4.3,4.3,4.7
Optimum Data Analytics,Data Scientist,,Pune,"₹ 6,51,920",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4,4,4,4,4
NovoTree Minds Consulting,Data Analyst,5,Bengaluru,"₹ 6,12,372",1 to 50 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,5,4.9,4.9,4.9,5
Sandvik,Data Entry Operator,4.2,Udaipur,"₹ 4,15,692",10000+ Employees,1862,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,4,3.5,3.9
"Medpace, Inc.",Data Coordinator - Core Laboratory,3.4,Thāne,"₹ 5,89,237",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$2 to $5 billion (USD),3.3,3,3.2,3,3.2
Tokopedia,Data Scientist - TopAds,4.3,Noida,"₹ 2,70,000",5001 to 10000 Employees,2009,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.9,3.9,4.4,3.8,4
AXA,Assistant Scientist- Data Engineering,4,Bengaluru,"₹ 7,98,123",10000+ Employees,1985,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3.6,3.6,3.9,3.5,3.9
Tata Elxsi,Data Science Engineers,4.1,Bengaluru,"₹ 7,18,666",10000+ Employees,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.1,3.4,4.2,3.7,4
Dyuti Technologies,Data Entry Operator,3.3,Bengaluru,"₹ 1,58,291",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,2,2,2,1.5,2
Barclays,VP Op Risk Rep & Data Analytics,4,Delhi,,10000+ Employees,1690,Company - Public,Banking & Lending,Finance,$10+ billion (USD),3.8,3.9,4,3.5,3.9
Zycus,Data Analyst,3.4,Mumbai,"₹ 4,69,042",1001 to 5000 Employees,1998,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),3.4,2.9,3.1,2.9,3
Petpooja,Data Scientist,4.5,Ahmedabad,"₹ 2,69,039",501 to 1000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.3,4,4.4,4.2,4.2
DAZN,Data Service Analyst,2.8,Hyderābād,"₹ 2,27,684",1001 to 5000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,2.7,2.9,2.6,2.3,3.1
RARR Technologies Pvt Ltd,Data Governance Admin,4.7,Remote,"₹ 26,00,000",1 to 50 Employees,2018,Company - Private,Software Development,Information Technology,Less than $1 million (USD),4.7,4.5,4.9,4.9,4.8
PayU,Data Scientist,3.7,Bengaluru,"₹ 6,06,842",1001 to 5000 Employees,2002,Company - Private,Internet & Web Services,Information Technology,$10+ billion (USD),3.6,3.6,3.6,3.4,3.6
Algoscale,Data Scientist,4,Noida,"₹ 6,92,820",51 to 200 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.5,3.9,3.9,4
G7 Teleservices,Data Entry Operator,,Bengaluru,"₹ 1,58,291",201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.9,3.4,2.8,3.9,2.8
JPMorgan Chase & Co,Data Governance - Analyst,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Xitadel,Data Science,3.9,Bengaluru,"₹ 4,83,915",1 to 50 Employees,--,Company - Private,--,--,$5 to $25 million (USD),3.8,3.1,3.6,3.5,3.7
Retransform,Web Research/ Data Entry Operator,4.1,Mumbai,"₹ 2,26,941",201 to 500 Employees,1998,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4,3.4,4,4.1,4
APA Engineering,Data Analyst,,Chennai,"₹ 3,87,298",1 to 50 Employees,--,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",Less than $1 million (USD),3.2,3.1,3.3,3,3.2
NISC Export Services,Data Mapping,3.6,Hyderābād,,201 to 500 Employees,--,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3,3.1,3.1,3.4,3.8
Harjai Computers,Data Analyst - HCPL3303,4.4,India,,501 to 1000 Employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.3,4.1,4.1,4.2,4.1
Uplers,Business Data Analyst | QA - WFH,4.2,Remote,"₹ 1,59,500",501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4,3.9,4.3,3.9,4.2
Zehntech,Data Engineer,3.1,Indore,"₹ 3,84,758",201 to 500 Employees,2013,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.1,3.2,3.4,2.9,2.8
Transaction Network Services,Data Scientist,3.4,Noida,"₹ 4,74,342",501 to 1000 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.2,3.3,3.3,2.9,3.4
CloudAge Global Services,Data Scientists/ML Engineers,,Pune,"₹ 5,29,150",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.7,4.6,4.9,4.8,5
JPMorgan Chase & Co,Client Reporting – Data Feeds - Operations Analyst,4,India,,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Retisio,Junior Data Engineer,,Bengaluru,"₹ 5,67,450",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
Wesco,India-Bangalore: Analyst - Data Governance,3.7,Bengaluru,"₹ 8,36,660",10000+ Employees,1922,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),3.5,3.4,3.6,3.3,3.8
Zapcom Group,Data Analyst,3.8,India,,51 to 200 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.9,3.9,3.6,3.7,3.7
Zazz,Data Scientist,,Hyderābād,"₹ 15,00,000",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
Energy Exemplar,Data Engineer,4.4,Pune,"₹ 7,97,931",201 to 500 Employees,1999,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",Unknown / Non-Applicable,4.3,4.1,4.5,4.3,4.5
Data PlatformExperts,Azure Data Engineer,,Remote,"₹ 10,00,000",,,,,,,,,,,
Acies Global,Data Engineer - SSIS,4.6,Chennai,"₹ 9,50,000",51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.3,4.6,4.7,4.3
Recruise,1700_ Data and Market Research Analyst,4.6,Bengaluru,"₹ 3,13,623",51 to 200 Employees,2006,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.6,4.1,4.7,4.6,4.5
Mazenet Solution,Talend Data Integration/ETL Specialist,4.2,India,"₹ 6,50,000",51 to 200 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.7,3.8,3.8,3.8
Shortjobs India,Data Scientist,,Bengaluru,"₹ 8,00,000",,,,,,,,,,,
JP infotech,Big Data Engineer,3.9,Remote,"₹ 17,00,000",1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5,4.2,4.7,4.2,4.2
RD Digital Solutions,Senior Data Engineer,4.3,Remote,"₹ 35,00,000",1 to 50 Employees,--,Company - Public,--,--,$1 to $5 million (USD),4.1,3.5,4.1,3.5,4.4
Shreejan Associates,Data Creation Specialist,4,Bengaluru,"₹ 4,80,000",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,4,4,4,4,4
EY,Data Analyst,3.8,Hyderābād,"₹ 17,50,000",Unknown,--,Unknown,--,--,Unknown / Non-Applicable,,,,,
Global Employees,Azure Data Engineer,,Remote,"₹ 12,50,000",,,,,,,,,,,
Xplor,Power Bi - Data-warehouse Administrator,3.4,Pune,"₹ 6,11,726",1001 to 5000 Employees,1994,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.2,3.4,3.2,2.8,3.6
Fiddler AI,"SDET - (Data Science, AI/ML background)",,Bengaluru,"₹ 3,71,806",51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),4.7,4.2,4.7,4.3,4.4
Anion Healthcare BPO,Data Analyst,4.2,India,,1 to 50 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.1,4.1,4.2,3.9
"Mohr Partners, Inc.",Research Analyst,3.7,Remote,,51 to 200 Employees,1986,Company - Private,Real Estate,Real Estate,$5 to $25 million (USD),3.2,3.4,3.2,3.3,3.2
Future Link Consultants,Data Modeler/Data Analyst,4.5,Gurgaon,"₹ 17,50,000",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.1,3.6,3.8,3.9,3.7
Expressare Technologies Pvt Ltd,Data Quality Analyst,,Thiruvananthapuram,"₹ 2,00,000",,,,,,,,,,,
1myPOS Information Technology,SQL Developer,,Remote,,,,,,,,,,,,
Cheri angel HR Consulting,Junior Data Scientist,,Remote,,,,,,,,,,,,
iDataLytics,Internship in Data science,,Eranakulam,,,,,,,,,,,,
Wisdom college for creativity & design,Data Science Trainee,,Ghaziabad,"₹ 17,500",,,,,,,,,,,
Forbes Advisor,Data Research Analyst,3.6,Mumbai,"₹ 4,17,490",201 to 500 Employees,1917,Company - Private,Publishing,Media & Communication,Unknown / Non-Applicable,3.2,3.2,3.4,3.4,3.7
Servilint Technologies,Data Scientist,,Mumbai,"₹ 10,25,000",,,,,,,,,,,
Razor Group GmbH,Data Engineer,3.1,Gurgaon,"₹ 5,87,678",501 to 1000 Employees,2020,Company - Private,Other Retail Shops,Retail & Wholesale,$100 to $500 million (USD),3.3,3.2,2.8,2.8,2.9
"SmarTek21, LLC",Data Engineer,3.6,Remote,,501 to 1000 Employees,2006,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD),3.2,3.3,3.1,3,3.4
Pinnacle Employment,Data Engineer,,Gurgaon,"₹ 30,00,000",,,,,,,,,,,
High Fly Dream,Computer & Data Entry Executive,,Delhi,"₹ 23,000",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
Xperthunt Systems,Data Engineer,,Bengaluru,"₹ 14,34,611",,,,,,,,,,,
Konexions Back Office Services Pvt Ltd,Data Analyst,,Gurgaon,"₹ 2,70,000",,,,,,,,,,,
CapB InfoteK,Remote nCode GlyphWorks enginnering Test Data Analyst,1,Bengaluru,"₹ 6,19,793",Unknown,--,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,1,1,1,1,1
Ziniosedge,Data Engineer,,India,,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.6,3.4,4,3.5,3.7
GraspCorn Software Solution Pvt. Ltd.,Data Analyst,,India,"₹ 40,000",,,,,,,,,,,
Idexcel,Data Engineer,4.3,Pune,"₹ 8,16,866",501 to 1000 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.2,3.6,3.9,4.1,4.1
Excelr Solutions,Data Analyst Trainer,3.8,Hyderābād,"₹ 7,50,000",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,4,4.1,3.8,3.9,3.8
Ebizon,EbizON|| Data Scientist || Dehradun,4.3,India,,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.4,4,4.1,4,4.2
Exusia,IBM Infosphere Data Quality Lead / Senior Developers,4,Remote,"₹ 21,80,762",201 to 500 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.1,4.1,4.1,4.1,4.1
Arroyo Consulting,Data Security Specialist,,Remote,"₹ 1,08,321",,,,,,,,,,,
orchid furnishings llp,Data Analyst,,Pune,"₹ 30,000",,,,,,,,,,,
Ericson Insurance TPA Pvt Ltd,Hiring Data Analytical,,India,"₹ 37,500",,,,,,,,,,,
Oracuz InfoTech Pvt Ltd.,Data Science Intern,,India,,,,,,,,,,,,
Alphanet,Data Science Engineer / Sr Data Science Engineer,4.6,Remote,,201 to 500 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.5,4.3,4.4,4.5,4.5
Varite India Pvt Ltd,Data Quality Analyst,,Remote,"₹ 3,65,105",,,,,,,,,,,
CGI,Big Data Engineer,3.8,Bengaluru,"₹ 6,42,067",10000+ Employees,1976,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),3.7,3.3,3.9,3.6,3.9
Anika Technologies,Data Analyst with strong SQL,4.1,India,,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,4.1,3.6,4.3,4.1,4
EP Soft Pvt. Ltd.,Data Scientist,,Jaipur,"₹ 5,75,000",,,,,,,,,,,
Codnext IT Services,Data Scientist,,Bengaluru,"₹ 12,00,000",,,,,,,,,,,
expert global solutions Pvt. Ltd,Data Annotator,3.2,Coimbatore,"₹ 2,46,274",10000+ Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),3.2,2.9,3.1,2.9,3
Virtual Reality System,Data Analytics Intern,,Gāndhīnagar,"₹ 5,000",,,,,,,,,,,
ONX,ZOHO Data Analyst,2.8,Bengaluru,"₹ 3,16,571",Unknown,--,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,2.7,3,2.7,2.7,2.7
Taiyo.Ai,Data-Mesh Engineer,,Remote,"₹ 6,05,792",,,,,,,,,,,
Chandan Tech Solutions Pvt ltd,Data Entry Executive,,Pune,"₹ 23,000",,,,,,,,,,,
Navig8 Group,Data Scientist ( Mumbai),,Mumbai,,201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.1,4,3.3,3.2,3.7
Universal Electronics Inc.,Software Engineer (Data Science),3.5,Bengaluru,"₹ 5,28,092",201 to 500 Employees,--,Company - Public,Electronics Manufacturing,Manufacturing,$25 to $50 million (USD),3.5,2.8,3,3,3.6
Horizon Corp,Data Engineer,,India,"₹ 16,50,000",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,,,,,
PepsiCo,Data Science Analyst,4,Hyderābād,"₹ 9,68,061",10000+ Employees,1965,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,3.9,3.6,3.5
HiringGo,Azure Data Engineer,,Remote,"₹ 11,50,000",,,,,,,,,,,
Robas Research,Market Research Data Analyst,4.1,Bengaluru,"₹ 5,09,902",1 to 50 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.1,3.4,3.9,3.9,4
Naviga Inc.,Data Scientist,3.7,Delhi,,501 to 1000 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.4,3.7,3.6,3.6,3.9
Authenu,Statistician/Data Analyst,,Bengaluru,,,,,,,,,,,,
Vecmocon Technologies,Data Analytics Intern,,Delhi,"₹ 22,500",,,,,,,,,,,
Splore,Software Engineer - Data & Python,,Bengaluru,"₹ 7,03,562",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.7,4.3,4.3,4.7,5
"Medpace, Inc.",Data Coordinator - Core Laboratory,3.4,Thāne,"₹ 5,89,237",5001 to 10000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$2 to $5 billion (USD),3.3,3,3.2,3,3.2
Manupatra Information Solutions Pvt. Ltd.,Data Entry Operator (DEO),4,Noida,"₹ 12,500",51 to 200 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.9,3.8,3.8,3.9,4
AVG LOGISTICS LIMITED,Data Analyst,,Delhi,"₹ 17,500",,,,,,,,,,,
High Fly Dream,Data Entry Executive,,Delhi,"₹ 29,500",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
GRS Fantasy park,Senior Data Analyst,,India,"₹ 32,500",,,,,,,,,,,
Good Business Lab,Data Associate,4.7,India,"₹ 9,25,000",51 to 200 Employees,2017,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,Unknown / Non-Applicable,4.5,4.4,4.8,4.6,4.5
Miles Ahead 91 Consultants,Data Engineer,,Remote,"₹ 17,50,000",,,,,,,,,,,
Travelopia,Business Analyst,4.1,Bengaluru,"₹ 4,49,374",1001 to 5000 Employees,2016,Company - Private,Travel Agencies,Hotel & Travel Accommodation,$25 to $50 million (USD),3.7,3.8,4,3.7,4.1
TransPerfect,Data Contributor - Remote in India,3.1,Remote,,1001 to 5000 Employees,1992,Company - Private,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),2.9,2.5,3,2.8,3
American Express Global Business Travel,Meeting Support- Data Admin & Reconciliation Specialist,3.9,India,,10000+ Employees,1915,Company - Public,Travel Agencies,Hotel & Travel Accommodation,Unknown / Non-Applicable,3.7,3.6,4,3.7,3.9
Nielsen,"Big Data Engineers (Airflow, Python, Spark)",3.6,Bengaluru,"₹ 4,07,272",10000+ Employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),3.2,3.2,3.7,3.1,3.8
Zeitview,Lead - ML data labelling,3.2,Bengaluru,"₹ 4,44,082",1 to 50 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3,2.7,3.3,3.1,3.6
Xplor,Data Analytics Engineer,3.4,Pune,"₹ 6,11,726",1001 to 5000 Employees,1994,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.2,3.4,3.2,2.8,3.6
Ccube,Azure Cloud Data Architect,,Remote,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,,,,,
HR CLICK,Data Analyst,,India,"₹ 17,500",,,,,,,,,,,
SociallyGood,Customer Data Executive,,Bengaluru,,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,1.4,1.4,1.4,1.4,1.8
JPMorgan Chase & Co,Client Data Analyst,4,Hyderābād,"₹ 6,40,045",10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Deliveroo,Data Scientist - Consumer,3.6,Hyderābād,"₹ 6,45,179",1001 to 5000 Employees,2013,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.1,3.3,3.6,3.1,3.8
First Advantage,Associate Business Data Analyst – (Metrics & Analytics) - Bangalore,3.5,Bengaluru,"₹ 2,83,387",1001 to 5000 Employees,2003,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),3.3,3.3,3.5,3.2,3.4
Evolvision Technologies,Data Scientist,,Gāndhīnagar,"₹ 55,000",,,,,,,,,,,
Freedom Property Investors,Data Engineer - Southeast Asia,,Remote,,51 to 200 Employees,2011,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,3.8,3.7,3.6,3.5,3.6
Log9 Materials,Intern-Data Engineer,3.9,Bengaluru,,51 to 200 Employees,2015,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,4.1,3.6,4.1,3.6,3.8
Zoof software Solutions,Data Engineer with Alation,4.7,Remote,"₹ 1,00,000",51 to 200 Employees,2014,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),4.5,3.8,4.6,4.4,3.6
Standard Chartered,Big Data Engineer,3.9,Bengaluru,"₹ 7,12,395",10000+ Employees,1969,Company - Public,Banking & Lending,Finance,$100 to $500 million (USD),3.7,3.7,3.9,3.5,3.7
SyngyMaxim Solutions Pvt Ltd,Data Engineer,4.7,Hyderābād,"₹ 1,50,000",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,4.7,3.7,4.7,4.4,4.4
PayU,Business Analyst - Data Science,3.7,Bengaluru,"₹ 6,14,817",1001 to 5000 Employees,2002,Company - Private,Internet & Web Services,Information Technology,$10+ billion (USD),3.6,3.6,3.6,3.4,3.6
Thermo Fisher Scientific,Clin Data Assoc II,3.6,Remote,,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.4,3.4,3.5,3.1,3.4
SnD Confrere,Jr. Research Analyst (WFH/Remote),,Remote,"₹ 10,000",,,,,,,,,,,
Thinkitive Technologies Pvt Ltd,Data Scientist,3.9,India,,201 to 500 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),4.1,3.7,3.9,3.8,3.5
JPMorgan Chase & Co,Data Science Senior Associate,4,Bengaluru,"₹ 5,78,507",10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD),4,3.9,3.9,3.6,3.7
Sandvik,Data Entry Operator,4.2,Udaipur,"₹ 4,15,692",10000+ Employees,1862,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,4,3.5,3.9
Inevolution,Power BI Analyst,,Remote,"₹ 4,50,000",,,,,,,,,,,
AlphaSense,Data Annotation Specialist,3.8,Mumbai,"₹ 4,64,758",1001 to 5000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.7,4,3.7,3.4,3.6
Multicloud4u Technologies,Data Scientist,,Pune,"₹ 25,00,000",,,,,,,,,,,
Hub Work,Data Scientist,,Chennai,"₹ 22,82,442",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,,,,,
Elrevgen health care pvt Ltd,Data Analyst,,Tiruppūr,"₹ 22,500",,,,,,,,,,,
URBX Knowledge Park LLP,Data Analyst,,Cochin,"₹ 25,000",,,,,,,,,,,
Anblicks,Data Scientist,3.8,Hyderābād,"₹ 6,87,113",501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),3.8,3.6,3.5,3.5,3.4
Genpact,SA-Data Quality Analyst.,4,Hyderābād,"₹ 5,65,685",10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD),3.9,3.3,4,3.8,4
Shyena Tech Yarns Pvt Ltd,Data Engineer - Trainee,3.8,Pune,"₹ 5,000",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,3.9,3,3.6,3.8,3
Tata Consultancy Services,Treasure Data Developer,3.8,Hyderābād,"₹ 5,12,355",10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD),3.7,3.1,3.9,3.3,3.8
